250	95.57577132	4.21
237	95.73873838	4.70
204.9	95.26705265	6.20
189.9	95.28307641	7.23
178.1	95.1898613	8.19
165.7	95.04489309	8.01
136.4	94.78288447	7.56
116.4	94.73454947	7.89
93.1	94.27423952	5.03
66.2	93.80831397	5.91
51.6	93.94873699	9.36
